,total_sqft
8710,1220
8712,1530
8713,840
8716,1499
8717,1280
8720,1161
8722,1050
8723,1650
8724,[]
8725,418
8727,1510
8731,2350
8732,1056
8734,1450
8735,1000
8736,575
8739,1770
8740,3155
8742,745
8745,1547
8746,1713
8747,3300
8749,1856
8750,1152
8752,2357
8754,1865
8755,1240
8756,1360
8758,1450
8759,1139
8764,1855
8767,2266
8770,1083
8771,1232
8772,1550
8773,1227
8775,545
8776,1152
8777,870
8779,663
8780,1464
8782,1704
8786,1080
8787,497
8788,1073
8790,1300
8791,662
8794,1707
8795,1310
8797,1324
8798,1786
8799,1174
8801,1400
8802,635
8804,1368
8805,1450
8807,1128
8808,1125
8809,1195
8813,877
8814,1770
8819,985
8820,1045
8822,2400
8824,1420
8826,1530
8828,1570
8829,1157
8830,535
8831,1120
8832,1150
8834,1215
8835,1444
8836,2003
8840,4500
8841,1180
8842,1096
8843,2504
8846,1832
8850,1020
8855,1123
8857,1225
8858,1683
8862,1475
8863,1120
8864,1150
8865,1165
8867,1409
8868,1212
8869,1140
8870,2087.01
8871,[]
8872,1700
8873,1732
8875,1000
8877,2704
8880,1205
8882,1650
8884,1150
8887,850
8888,1580
8889,1216
8890,381
8893,2429
8894,1260
8895,1498
8897,1355
8898,1450
8901,1300
8902,2500
8903,1950
8904,1625
8907,1216
8910,1470
8911,1365
8912,1364
8913,1180
8914,1800
8916,1573
8917,1620
8920,1156
8922,1200
8923,3400
8924,1608
8925,4000
8926,1215
8928,1517
8931,2025
8932,1057
8934,1044
8935,1695
8936,1635
8938,1150
8939,1110
8940,1163
8941,1418
8942,1155
8943,1115
8950,1089
8951,1445
8954,1705
8955,2200
8958,7200
8960,1450
8961,1220
8962,1259
8963,1260
8970,1640
8971,1488
8973,1640
8974,1719
8976,1180
8977,1700
8981,1225
8982,1050
8983,1691
8985,3700
8989,1243
8992,1405
8993,1350
8994,500
8995,1200
8998,4800
9000,700
9001,1485
9002,700
9003,1346
9004,1075
9006,1800
9007,1609
9008,770
9011,1000
9013,1262
9017,1600
9018,1251
9020,1140
9021,1157
9023,1197
9024,1500
9025,1185
9027,1397
9030,2710
9031,1720
9032,1756
9033,602
9034,1770
9036,1295
9038,1100
9040,720
9041,1476
9042,1056
9043,825
9044,1860
9045,1063
9046,697
9049,1835
9050,1532
9051,1147
9053,3400
9057,1270
9058,1100
9059,1410
9060,1065
9062,1315
9063,1650
9064,1140
9065,960
9066,800
9068,1020
9069,750
9072,1035
9074,1315
9076,1075
9077,1450
9079,1350
9080,1282
9081,1929
9082,1100
9085,1664
9087,1158
9088,1420
9089,1268
9090,1308
9093,2000
9094,2450
9095,1152
9096,1525
9098,1465
9105,1861
9106,1265
9111,1590
9112,1837
9113,1703
9114,1293
9115,700
9116,1450
9117,1030
9118,1570
9119,1000
9120,1075
9121,1091
9122,2210
9124,1640
9125,1205
9128,3362
9132,1330
9133,1024
9134,1196
9135,800
9136,2650
9137,1080
9139,1286
9140,2990
9141,1150
9143,1352
9144,1307
9146,1500
9147,1131
9149,2835
9150,682
9151,2500
9152,1650
9153,1850
9157,1702
9159,1240
9160,1050
9161,1023
9162,1541
9163,1275
9164,1260
9165,1580
9166,1343
9167,1365
9168,1047
9169,1187
9174,1075
9175,2048
9176,1090
9177,1119
9179,1445
9182,1165
9183,1081
9184,1787
9187,1020
9188,1797
9189,1205
9191,1560
9194,1450
9195,1496
9196,1935
9197,1016
9198,1816
9199,1680
9200,2065
9201,1220
9202,3000
9203,980
9205,1250
9206,1424
9207,1297
9208,1300
9209,1290
9210,1720
9213,1237
9214,1720
9215,1224
9216,1780
9217,4700
9219,1139
9224,2732
9226,1600
9229,1075
9232,1170
9233,3630
9234,950
9235,5400
9236,865
9238,1169
9241,1683
9245,1234
9246,492
9247,600
9248,1902
9251,1214
9252,565
9254,1386
9255,1535
9257,1370
9258,1655
9259,1200
9260,1610
9265,1655
9267,770
9268,1210
9270,700
9271,1740
9272,1310
9273,1763.25
9274,1900
9276,1450
9277,1836
9278,1160
9279,1153
9280,1285
9283,1257
9284,1200
9285,[]
9286,1240
9287,1294
9288,1095
9289,1145
9290,1826
9291,1314
9292,1900
9294,1290
9296,1325
9297,2600
9299,[]
9300,1075
9301,1108
9303,1155
9306,1550
9308,1452
9311,1500
9314,3122
9317,800
9318,1180
9319,775
9320,1145
9324,2439
9326,1111
9328,1200
9329,1247
9330,1050
9332,1270
9333,1012
9334,970
9335,933
9336,1200
9337,1148
9338,1463
9339,1719
9340,1350
9341,1250
9344,1200
9345,1030
9346,1420
9347,9600
9348,1703
9349,1210
9351,3000
9352,1398
9353,1335
9354,1255
9357,1240
9358,1076
9359,1320
9360,1216
9361,1100
9362,1183
9363,656
9364,534
9365,1285
9366,2087.01
9368,1306
9369,2249.81
9370,1504
9371,645
9375,1260
9377,3626
9379,1050
9380,2900
9385,1505
9392,1057
9393,1680
9394,799
9396,1819
9398,2020
9400,1730
9401,1950
9402,1077
9403,1706
9405,1093
9407,1340
9408,984
9409,1135
9410,2400
9411,1155
9412,700
9413,1150
9414,1385
9415,2061
9417,1015
9419,1108
9421,1445
9424,1085
9429,1762
9430,1303
9432,1110
9434,1237
9435,1780
9436,1636
9438,1332
9440,1012
9441,1192
9442,795
9444,1489
9445,1200
9447,1200
9452,1224
9453,1235
9455,1342
9457,1800
9460,1130
9461,1186
9462,1295
9463,1535
9464,905
9465,1447
9466,1165
9467,1328
9470,1175
9471,1245
9473,985
9475,1395
9476,[]
9477,630
9480,2500
9482,3560
9485,1180
9486,1441
9487,1115
9488,1825
9491,1278
9494,1190
9496,1430
9497,1900
9498,1104
9499,1240
9500,1140
9503,3508
9504,1700
9505,2658
9506,1600
9508,1508
9509,645
9514,1079
9515,975
9516,1050
9519,2940
9521,2996
9523,2000
9526,1400
9527,1416
9528,1602
9529,1100
9531,3800
9533,1384
9537,900
9542,1030
9543,883
9547,1210
9549,1100
9553,1370
9554,3951
9555,2500
9559,1186
9560,560
9561,2357
9563,1823
9564,1310
9565,1520
9566,1610
9568,1400
9574,2774
9575,994
9576,1455
9577,1200
9578,1172
9580,1856
9582,900
9583,1757
9585,1626
9587,1559
9589,1200
9590,1174
9592,1603
9593,1278
9595,1085
9596,1195
9599,550
9600,1165
9602,1452
9603,702
9605,1340
9607,1160
9608,1050
9609,1960
9613,975
9614,1700
9617,1275
9619,1495
9620,1200
9622,1679
9624,1210
9627,1623
9628,1115
9630,1170
9631,2065
9634,1245
9635,1017
9637,1242
9638,1792
9642,605
9644,1450
9645,1232
9650,1065
9653,780
9654,1070
9655,1464
9656,1910
9658,1530
9659,2439
9660,1088
9661,1174
9662,1587
9664,1304
9665,1100
9666,1482
9670,1200
9671,1070
9672,1100
9673,1270
9675,1246
9676,1529
9677,1185
9679,1319
9680,991
9681,662
9687,1319
9688,2000
9692,985
9694,1349
9696,1844
9697,1830
9698,2275
9702,2648
9705,1455
9707,1295
9709,1788
9710,1243
9711,1855
9712,1850
9713,1315
9714,1216
9715,1721
9716,1059
9717,1184
9719,2223
9720,1480
9721,635
9724,1143
9727,4800
9729,1640
9734,45.06
9736,[]
9738,1685
9739,1540
9740,1265
9742,1300
9743,1009
9747,497
9748,2480
9749,1142
9751,1070
9752,1125
9754,1575
9755,1360
9757,1200
9758,2185
9759,2400
9761,1246
9762,1012
9765,1130
9766,1744
9767,2733
9768,1354
9770,1389
9771,2970
9776,1738
9778,1270
9779,1160
9785,1135
9786,1224
9787,664
9788,1160
9791,1328
9792,975
9793,1907
9794,900
9796,2330
9797,1222
9798,4446
9799,2100
9800,3335
9801,3150
9806,1330
9807,2000
9808,1244
9809,1000
9811,1000
9814,2630
9816,2790
9818,1683
9819,1250
9820,1305
9822,1150
9823,1654
9824,4500
9825,1890
9827,750
9832,1680
9834,1700
9836,1595
9839,1866
9840,3895
9842,545
9846,1185
9847,1025
9848,1730
9849,1450
9850,1862
9851,4000
9852,2430
9853,[]
9855,1075
9856,1060
9858,935
9861,1125
9864,1725
9866,1750
9868,1745
9870,1270
9871,5384
9872,1180
9873,1130
9874,2774
9875,1723
9876,1175
9877,1607
9878,1334
9880,1138
9882,1300
9886,5150
9890,1398
9894,1116
9895,1061
9898,1270
9902,3596
9906,1202
9910,1360
9911,1155
9912,2378
9913,1011
9914,1203
9915,1645
9916,1364
9920,1252
9921,1221
9923,1270
9924,1032
9926,1515
9927,1427
9930,1460
9931,2275
9932,1522
9934,1185
9936,1800
9940,1050
9941,929
9943,1530
9946,4041
9949,635
9950,1015
9951,1175
9956,1210
9957,1000
9959,1800
9960,1185
9961,1600
9963,1300
9964,1100
9965,860
9967,1100
9968,1187
9970,2400
9972,1820
9976,1430
9977,700
9979,1165
9985,1685
9987,1314
9989,1130
9994,1550
9995,1715
9996,1053
10000,1245
10001,1320
10002,3940
10003,1241
10004,2980
10006,1090
10007,1390
10009,2750
10010,1100
10011,1350
10013,1787
10015,3700
10016,1691
10017,2119
10020,1896
10021,1540
10023,1365
10024,580
10025,1355
10027,1513
10029,2087
10030,2273
10031,2050
10036,1830
10038,1028
10039,1300
10040,1160
10045,1100
10046,2159
10047,1230
10050,5020
10052,1340
10053,1750
10056,1675
10057,1340
10059,1276
10060,1738
10062,1128
10063,1250
10064,1450
10065,1084
10069,1250
10071,1304
10072,1640
10073,980
10074,1275
10078,2400
10079,2300
10080,1450
10081,890
10082,1340
10084,750
10086,1300
10090,1299
10092,1600
10093,925
10094,3900
10099,1715
10104,1144
10105,525
10106,1400
10107,661
10110,1705
10112,1430
10113,1240
10115,1230
10118,1330
10120,1300
10121,1243
10126,1300
10127,4201
10129,1216
10130,1252
10132,1027
10135,1171
10138,1180
10139,1160
10140,4382
10141,2140
10142,1500
10143,1008
10144,1921
10145,1127
10146,1621
10150,1220
10152,1590
10154,1795
10156,4395
10157,825
10158,4025
10161,2215
10162,1478
10163,2475
10164,1669
10165,1820
10166,1623
10167,1243
10168,1200
10169,1613
10170,1293
10171,1065
10172,940
10173,1181
10174,2215
10177,1260
10180,1200
10182,1530
10183,1140
10184,1864
10185,1575
10187,945
10188,1691
10190,1220
10191,600
10192,1160
10194,1650
10196,795
10200,1243
10201,1263
10203,1345
10205,1360
10210,1843
10212,1642
10215,1075
10218,1225
10219,1290
10222,1361
10224,1394
10227,1222
10228,1420
10231,1167
10238,939
10242,1710
10243,1000
10244,3350
10247,615
10248,1350
10250,2700
10252,1718
10253,1680
10255,1157
10257,1315
10259,1800
10260,1010
10261,630
10265,1012
10266,1884
10267,1090
10268,1300
10269,2950
10270,1710
10272,1310
10275,1464
10276,715
10278,1625
10282,1040
10284,1205
10288,980
10289,1006
10290,1098
10291,1200
10293,1019
10295,1733
10296,1415
10299,1050
10300,1452
10301,1246
10302,1890
10303,972
10305,1500
10306,630
10311,1938
10314,1392
10315,1225
10317,1750
10318,1260
10319,691
10321,1285
10322,1590
10323,1571
10326,1255
10329,1520
10331,1170
10333,1777.26
10334,1303
10337,1835
10341,1225
10342,656
10343,994
10344,1025
10345,1156
10346,1250
10347,3092
10348,1930
10349,1020
10351,[]
10352,1322
10355,1720
10356,1689
10359,1155
10361,3913
10362,3520
10364,1847
10365,1515
10368,1130
10369,1049
10372,1842
10374,1282
10375,800
10377,1190
10378,1318
10379,1698
10381,1276
10382,1555
10383,1881
10385,1890
10387,935
10388,1000
10392,1160
10393,1419
10395,1350
10396,2215
10397,996
10398,1076
10400,1715
10401,1072
10402,1230
10404,1411
10409,1208
10411,1225
10412,1162
10413,1262
10415,1160
10418,1340
10419,2275
10420,1162
10423,1170
10424,980
10426,1423
10427,1106
10428,1105
10430,1255
10431,1525
10432,1061
10434,1400
10435,2100
10436,660
10439,[]
10440,2047
10443,1904
10444,1205
10445,1164
10446,1410
10447,1150
10448,1170
10451,1789
10452,1021
10454,1222
10455,1981
10457,1201
10458,970
10459,920
10460,1520
10462,1268
10464,1755
10465,945
10466,500
10467,2820
10468,1632
10470,1276
10471,1234
10472,1180
10473,1370
10474,1015
10479,1251
10481,1346
10482,1090
10484,1290
10486,1881
10492,2735
10495,1050
10496,1660
10504,705
10506,1200
10507,1804
10508,750
10513,1287
10514,2215
10516,1045
10518,1431
10520,1650
10521,1535
10522,2524
10523,1300
10526,284
10528,1265
10534,2077
10535,2880
10537,708
10541,[]
10545,1450
10546,1100
10547,1185
10550,660
10555,1205
10557,1421
10559,524
10562,984
10563,985
10565,1140
10567,1410
10569,1360
10570,1800
10571,1333
10572,1258
10573,1458
10574,1386
10575,1140
10576,550
10577,1200
10579,2135
10580,2500
10581,1178
10582,991
10583,1493
10584,2495
10586,814
10587,1025
10588,1115
10589,3075
10591,1760
10595,1175
10596,4235
10597,1100
10600,1810
10602,2400
10603,1100
10604,650
10605,1350
10607,1360
10608,674
10609,1655
10612,1277
10615,1153
10617,3300
10620,3715
10621,1160
10622,1075
10623,1225
10624,5000
10627,1350
10628,1300
10629,830
10630,1155
10631,3126
10632,905
10633,1375
10637,957
10638,890
10639,3000
10640,1070
10641,2400
10643,925
10644,1415
10646,1225
10648,840
10650,1732
10652,1260
10654,827
10657,1370
10658,1725
10663,700
10664,800
10665,2367
10666,1415
10667,1976
10669,700
10670,1445
10671,2082
10672,1140
10673,933
10676,1130
10679,1555
10680,1420
10682,658
10683,[]
10685,1035
10686,2064
10687,1839
10688,1200
10689,488
10692,993
10693,1225
10696,825
10699,1800
10701,1167
10703,650
10704,675
10706,[]
10707,4800
10710,1330
10711,1320
10714,1770
10715,2100
10719,1419.59
10723,1536
10724,1710
10725,2400
10727,1342
10729,938
10730,1820
10731,2439
10732,1665
10734,1091
10735,1346
10736,1720
10737,3675
10740,1299
10741,1491
10746,1125
10747,1275
10749,10000
10750,1330
10755,770
10756,3930
10759,2569
10761,1116
10762,1707
10766,1240
10767,1300
10768,1700
10769,1383
10773,2072
10775,615
10776,1116
10777,1639
10781,933
10782,2289
10785,1080
10787,910
10788,1200
10789,1110
10792,1800
10793,1005
10797,660
10801,1100
10805,1590
10808,1161
10812,1644
10814,1205
10817,1270
10819,1221
10820,840
10821,1339
10823,1315
10825,850
10826,1600
10827,1250
10828,1312
10829,3000
10830,1300
10833,5000
10834,1614
10836,1182
10837,1053
10839,2000
10840,1940
10841,1590
10845,1260
10847,1702
10848,1080
10850,1035
10851,1200
10854,1300
10855,1330
10856,1210
10858,1900
10859,1935
10860,1410
10861,1469
10862,986
10863,1460
10864,1260
10865,1345
10866,980
10867,1164
10868,929
10870,1172
10873,1362
10874,672
10875,1746
10877,1532
10879,1250
10880,1188
10881,3565
10882,1170
10887,2507
10888,1061
10893,1333
10894,1691
10895,[]
10897,2030
10898,1012
10900,1765
10901,1110
10903,1044
10904,1518
10905,1300
10906,1798
10907,866.28
10908,3410
10909,1179
10911,1125
10915,1190
10917,1761
10920,1128
10923,509
10924,1852
10925,1045
10926,3535
10928,1800
10932,645
10935,2050
10936,1335
10938,1255
10939,1140
10940,2376
10941,663
10943,1450
10947,2200
10949,1740
10954,1525
10956,2470
10958,1250
10959,1400
10960,1600
10961,1060
10963,1296
10965,1945
10969,2100
10970,850
10971,1880
10973,1060
10974,2041
10978,1184
10980,1411
10984,1702
10985,1185
10986,1300
10987,1545
10988,1515
10989,1300
10991,1720
10992,1540
10994,710
10995,1100
10996,3200
10998,1250
11000,1584.01
11003,1485
11004,1100
11006,1880
11010,1640
11011,1165
11012,1110
11014,4000
11017,1300
11020,1232
11023,1222
11024,1155
11026,1200
11027,1517
11029,870
11033,1345
11035,3800
11037,1255
11038,1810
11040,1185
11041,1350
11042,1590
11049,1170
11050,3420
11051,1320
11052,1610
11053,1870
11054,1510
11057,1500
11058,1149
11059,1948
11061,1242
11062,1268
11063,1101
11064,1255
11065,1362
11066,984
11067,1089
11069,1345
11072,950
11073,1068
11074,860
11076,1756
11077,1205
11079,1800
11081,1604
11082,2732
11083,1015
11088,1050
11090,1248.52
11092,1656
11093,1451
11095,1250
11096,4395
11097,4600
11098,1340
11099,1100
11101,1700
11103,1096
11104,1160
11106,1269
11108,1586
11109,1376
11110,1452
11111,1538
11112,1427
11114,1220
11115,1197
11118,1573
11119,1135
11123,2045
11124,1268
11125,883
11126,1600
11127,1056
11130,1204
11131,1410
11132,1460
11134,1310
11135,1600
11137,1665
11138,1345
11140,1416
11141,1145
11143,1231
11144,1664
11146,972
11151,1007
11153,1250
11155,994
11157,1220
11158,1441
11159,1157
11161,1400
11173,675
11174,1430
11176,2640
11177,1075
11178,1570
11180,1011
11181,1450
11182,1129
11183,1126
11185,1180
11188,1933
11191,610
11193,1300
11200,1864
11207,1200
11208,1735
11209,1750
11210,1009
11211,1470
11213,985
11215,1277
11216,1100
11217,1820
11219,1886
11221,1880
11222,1255
11223,700
11225,1025
11226,3453
11229,1850
11232,3522
11233,1244
11235,1025
11236,1034
11237,1191
11238,1719
11241,1470
11243,1752.12
11246,2990
11247,1660
11248,1275
11252,1392
11253,1245
11255,1162
11256,1476
11259,943
11261,1113
11262,1615
11263,1279
11266,1350
11268,1357
11269,1645
11270,1777.26
11271,845
11273,1210
11275,1879
11276,1250
11278,1108
11280,1157
11281,1185
11282,1751
11284,1880
11285,1322
11287,1407
11288,1000
11289,1518
11291,1027
11292,3730
11293,1145
11294,1260
11295,1500
11296,1737
11299,1500
11302,1030
11304,1057
11305,2774
11306,1460
11307,1075
11309,3626
11311,1139
11312,1074
11314,2425
11315,1323
11316,1232
11317,900
11318,740
11319,1920
11321,1550
11322,1588
11326,1340
11329,1719
11330,1107.83
11334,1660
11335,1247
11336,1595
11337,1175
11339,1184
11340,1100
11342,1200
11345,1000
11346,1705
11347,1060
11348,2325
11349,1347
11351,1402
11352,2280
11354,1080
11357,1100
11358,2500
11359,1200
11360,1565
11363,2882
11365,2180
11367,985
11368,950
11370,1449
11373,1003
11377,3009
11382,1300
11383,1220
11384,2289
11385,1170
11387,883
11388,1698
11389,2187
11391,1185
11392,2051
11394,1252
11398,2500
11405,970
11407,1639
11410,1635
11411,3425
11412,2950
11413,1200
11415,4450
11416,1166
11417,2390
11419,1690
11422,1732
11424,1095
11425,416
11427,1350
11429,1226
11431,1168
11432,1776
11433,1634
11437,1190
11438,1133
11439,1559
11441,6652
11442,976
11445,2940
11446,1633
11447,1151
11448,1400
11449,1037
11450,1188
11451,1060
11452,2215
11455,1075
11456,2569
11458,1183
11459,1100
11462,1291
11464,1060
11465,1575
11468,1236
11470,2475
11476,1056
11479,1850
11480,3150
11484,1185
11485,918
11487,1540
11488,1200
11490,2585
11492,1345
11494,1510
11498,[]
11501,1100
11502,2282
11504,2172
11506,600
11510,1245
11512,1200
11516,2100
11520,3520
11521,1041
11522,1505
11523,1776
11524,1767
11525,1293
11527,1280
11528,1245
11531,1100
11533,1814
11534,1610
11536,1600
11540,1452
11541,1475
11542,1353
11545,4800
11546,1270
11549,2695
11550,1330
11552,1400
11554,1700
11555,1585
11557,1128
11558,60
11560,1203
11561,905
11562,1450
11563,1105
11565,1530
11566,1105
11567,1333
11571,1530
11573,1270
11574,1830
11576,2400
11578,1450
11582,1200
11583,1355
11587,1070
11588,1980
11589,842
11590,700
11593,1100
11594,1196
11595,1820
11597,1185
11599,1220
11600,1116
11601,1192
11602,1449
11603,2500
11604,1700
11605,1920
11609,1447
11610,1329
11611,1314
11614,1513
11616,1246
11618,1220
11621,1245
11622,1495
11624,996
11626,1250
11627,975
11628,1261
11629,1080
11630,1230
11632,1260
11633,1590
11634,1220
11635,1320
11636,1750
11637,1436
11640,1560
11642,1275
11644,2400
11646,3150
11647,1960
11648,3200
11649,1195
11650,1195
11653,4304
11655,2100
11657,1027
11658,1575
11659,1365
11660,650
11663,1075
11664,1100
11666,1500
11669,1246
11670,1718
11671,1075
11678,1685
11679,1180
11680,1200
11682,900
11683,1000
11686,1404
11687,1610
11688,1760
11690,1190
11692,2415
11693,1235
11694,1275
11696,1197
11697,644
11699,1105
11704,1206
11705,1560
11706,750
11707,1035
11709,702
11714,560
11715,1426
11716,1885
11717,935
11718,1171
11720,1820
11721,1580
11722,1452
11723,1445
11724,1170
11726,1100
11728,2600
11729,1532
11731,1473
11732,1350
11733,4040
11734,1980
11735,1660
11738,4000
11739,2475
11741,1080
11742,1521
11743,1053
11744,2406
11747,1430
11748,2400
11752,1000
11753,1630
11754,985
11755,1200
11757,1670
11759,1240
11760,1000
11764,2500
11765,1140
11766,1635
11769,1760
11770,2137
11771,973
11772,1724
11776,883
11778,2787
11779,1470
11780,891
11782,1787
11784,1320
11785,1692
11786,1400
11788,1370
11789,1602
11791,675
11792,3250
11793,1050
11794,1035
11795,1200
11796,1800
11797,1625
11798,1032
11799,1496
11802,1125
11803,1555
11804,1025
11805,1482
11807,900
11808,1355
11811,1563
11817,1360
11818,1835
11819,1756
11820,1296
11821,1300
11822,1141
11824,1210
11825,1310
11827,1187
11828,1745
11832,1140
11833,1210
11835,633
11836,485
11837,1112
11839,2275
11840,1419
11843,1047
11844,1884
11846,905
11847,1500
11852,1305
11853,1125
11854,865
11855,1245
11857,1145
11858,2000
11859,625
11860,1724
11862,1270
11864,1485
11870,1950
11871,1756
11873,520
11874,1025
11877,3335
11879,1411
11880,1320
11881,1320
11883,1804
11884,1140
11886,2375
11890,965
11891,1684
11892,1672
11893,1075
11894,1500
11896,1420
11898,1169
11899,1290
11902,1500
11905,1310
11907,2150
11914,1025
11916,1070
11917,815
11918,2000
11921,5667
11924,3500
11930,1205
11931,1368
11936,1408
11938,1507
11941,960
11942,1021
11943,2162.03
11944,1065
11945,400
11946,1465
11947,900
11948,1800
11949,1175
11952,1050
11953,1400
11954,1650
11955,1827
11956,1930
11957,883
11961,1290
11966,2400
11967,1200
11968,1520
11969,[]
11970,2710
11971,1150
11973,1200
11974,1252
11975,1650
11976,1270
11977,992
11980,1075
11982,1190
11984,1814
11985,1400
11987,1344
11988,5400
11989,1843
11990,1138
11991,1495
11992,880
11993,1396
11994,1610
11996,1410
11999,1104
12000,1165
12002,1310
12006,2240
12007,1150
12008,2019
12009,986
12013,1318
12014,1325
12015,800
12018,1010
12019,1260
12021,1520
12024,1197
12027,1241
12028,1567
12029,1747
12030,1475
12033,980
12034,966
12035,2360
12036,1112
12037,550
12038,1760
12039,1830
12040,1175
12041,1175
12043,1232
12044,1010
12045,1273
12046,1590
12047,1100
12048,1252
12049,2615
12053,1755
12054,1135
12059,3500
12061,1100
12063,1236
12065,1075
12069,1150
12071,1085
12072,1785
12073,2475
12074,1930
12079,1920
12081,760
12082,1201
12083,1615
12085,1991
12086,1377
12087,2880
12088,1892
12089,2176
12090,663
12092,3554
12093,1260
12094,1095
12096,1176
12097,1801
12099,1194
12101,1308
12102,4250
12103,1806
12105,2144
12106,1065
12107,1205
12108,1160
12110,1194
12114,3633
12115,1843
12117,1885
12120,1126
12121,1357
12122,1451
12124,950
12125,960
12127,2200
12128,1607
12129,900
12130,1080
12132,1708
12134,1690
12137,1243
12139,1165
12141,1194
12142,1630
12143,1063
12144,1025
12146,1299
12147,1343
12149,1524
12150,2236
12154,1205
12159,1950
12160,1157
12161,[]
12162,1000
12163,602
12165,1108
12168,1196
12169,850
12170,2171.66
12171,900
12172,720
12173,1573
12174,1026
12176,1400
12178,1150
12180,2400
12182,1790
12183,1125
12184,1830
12185,1100
12187,1105
12188,1110
12189,708
12192,3122
12193,1205
12194,1450
12197,1200
12199,1837
12200,1346
12201,1012
12202,1950
12204,1500
12205,1197
12206,1230
12208,1563
12210,3729
12211,1600
12212,1715
12214,1151
12218,1315
12221,1600
12222,1660
12223,1299
12224,953
12225,1457
12228,1075
12229,1450
12230,5515
12231,950
12233,1013
12236,1430
12238,1600
12239,1190
12240,1625
12242,1615
12243,1180
12245,850
12248,1300
12249,1891
12250,1735
12251,1075
12254,1590
12258,1010
12259,1221
12261,1108
12263,1370
12265,1277
12268,2400
12272,1570
12274,1053
12275,1325
12277,1274
12278,1317
12279,1195
12280,2858
12281,940
12282,1820
12284,1615
12286,985
12288,656
12289,1105
12290,1220
12291,1400
12294,1000
12296,1330
12297,1165
12298,1153
12299,1270
12302,1420
12305,1454
12306,1116
12308,1346
12309,1062
12311,1405
12313,2153
12315,2135
12316,1125
12319,940
12320,1063
12321,1382
12323,1400
12324,475
12326,1450
12327,1162
12328,1161
12329,1623.29
12330,1260
12331,1672
12332,3000
12333,1500
12334,[]
12336,2000
12338,1200
12340,1400
12341,2257
12342,1153
12343,1197
12344,1150
12346,1837
12348,1830
12349,1715
12350,970
12353,5480
12355,3040
12356,1168
12357,1160
12358,1500
12362,935
12365,1650
12366,5656
12367,1300
12368,950
12371,1425
12372,1165
12374,1510
12375,1305
12377,866
12378,1231
12380,2500
12381,1140
12382,525
12387,1100
12388,4723
12390,3508
12392,1354
12393,2453
12396,1205
12398,1625
12400,1520
12403,1762
12404,1153
12405,2650
12406,1350
12407,950
12408,3295
12409,1515
12410,1100
12415,1355
12418,2051
12419,1470
12420,1550
12421,1270
12422,2119
12423,1600
12424,1320
12426,1410
12427,1200
12429,995
12431,1194
12432,605
12433,567
12435,1410
12437,1715
12440,1846
12442,1015
12444,1100
12445,1965
12447,1230
12450,1894
12452,1950
12453,1231
12454,1236
12458,1443
12461,1305
12468,1183
12469,1750
12472,1342
12473,1113
12474,1738
12476,2790
12479,1857
12481,1763
12484,1290
12489,1160
12491,1750
12493,2240
12494,891
12496,1852
12497,1323
12498,1404
12501,1129
12502,1876
12503,1720
12505,1175
12509,1893
12510,1430
12511,850
12512,1392
12513,1938
12516,1832
12518,1432
12522,1843
12524,1916
12527,2640
12528,1160
12529,1200
12531,1500
12532,1336
12533,1065
12534,1294
12535,1550
12536,1216
12538,1430
12539,4100
12540,1660
12541,1430
12542,1470
12543,1045
12544,4225
12545,950
12546,1382
12548,1660
12549,1290
12550,1010
12552,1200
12554,1636
12555,2367
12556,1153
12557,2087.01
12558,1200
12559,1844
12560,142.84
12561,1215
12563,1220
12565,525
12566,955
12568,884
12571,2400
12572,2990
12573,1195
12576,984
12577,1089
12578,1165
12580,1482
12582,1938
12585,1140
12586,3734
12587,720
12589,1100
12592,1550
12595,1220
12598,1347
12602,600
12603,2321
12604,540
12606,1484
12612,1105
12613,1200
12615,4007
12616,550
12618,2409
12621,1055
12622,1541
12624,1224
12626,883
12628,1154
12629,1610
12630,1057
12631,1157
12634,980
12635,1140
12636,1206
12638,1600
12641,1270
12642,1128
12643,640
12646,1090
12647,589
12650,3150
12651,1315
12652,[]
12653,1435
12655,1314
12656,1260
12660,1082
12662,1052
12664,1442
12665,1500
12666,497
12667,1255
12669,2100
12670,1450
12671,1346
12673,925
12675,1768
12678,1745
12680,3500
12681,1550
12682,2340
12683,1655
12684,2024
12685,3100
12686,1575
12687,1920
12688,6200
12689,1082
12690,1265
12693,1246
12694,615
12695,1128
12696,1260
12697,1830
12699,602
12701,1835
12702,1250
12704,1855
12705,1450
12706,2089
12707,1464
12709,1200
12710,1095
12711,2900
12712,2500
12713,1170
12714,1280
12715,1224
12716,1694
12717,825
12719,985
12720,1175
12722,1740
12723,1770
12725,1090
12728,1800
12729,1221
12730,1046
12731,1290
12732,1065
12733,1850
12734,1097
12735,1200
12737,1140
12739,1150
12741,1245
12742,4750
12744,1594
12746,645
12747,700
12749,1000
12750,4000
12754,1570
12755,1290
12757,2777.29
12758,2250
12760,1145
12762,1065
12763,1650
12764,1371
12766,1575
12767,1362
12769,1255
12771,1088
12772,1234
12773,2140
12774,1584
12775,1175
12777,645
12778,1585
12782,1740
12784,985
12788,1583
12791,1122
12792,1573
12794,1210
12797,1485
12798,1735
12799,1730
12800,1684
12801,1686
12803,1600
12805,1655
12806,1830
12807,1430
12808,1989
12809,1044
12810,1426
12811,1115
12812,1000
12814,1140
12816,1200
12817,580
12819,1030
12821,1950
12822,1724
12825,1400
12828,1300
12830,1332
12831,1000
12834,1070
12835,1600
